parl_session,person,speech,title,position
61042a827ba645282cb85768,60d4cc59c4ced20a9c9e0151,"Господин Попов, има друг ред, по който можете да ме информирате за това как заседават комисиите, но във всеки случай това не е процедура по начина на водене в пленарната зала.
Процедура – пак ли по начина на водене за работа на постоянни комисии? Добре, ще Ви дам възможност. Вероятно в същата посока ще е процедурата.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb85768,60d4cc5ac4ced20a9c9e0354,"Благодаря, госпожо Председател.
Уважаема госпожо Председател, уважаеми народни представители! Вземам процедура по начина на водене именно с приетите вчера законопроекти на Правната комисия.
Вчерашното заседание приключи около 16,15 ч., обявена е Комисия за 16,30 ч. От Коалиция за България нито един от представителите нямаше уведомление, есемес, по какъвто и да било начин, че ще има Правна комисия.
Обръщам Ви внимание и Ви моля да обърнете внимание на председателя на Правната комисия, че не може по такъв начин да бъдем лишавани от нашите задължения и права да вземем участие в заседанието на Правната комисия. Благодаря.",Филип Попов,parl-member
61042a827ba645282cb85768,60d4cc59c4ced20a9c9e0151,"Обратно становище има ли? Няма.
Поставям на гласуване направеното предложение за удължаване срока между първо и второ четене по четирите законопроекта, приети вчера и подробно посочени от господин Лазаров.
Нека да гласуваме.
Гласували 145 народни представители: за 129, против 12, въздържали се 4.
Предложението е прието.
Господин Попов – процедура.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb85768,60d4cc59c4ced20a9c9e02a3,"Уважаема госпожо Председател, моля на основание чл. 80 от Правилника да удължим с три седмици, или общо четири, срока на приетите вчера на първо гласуване законопроекти, а именно Законопроект за управление и функциониране на системата за защита на националната сигурност – вносител: Цветан Цветанов; Законопроект за Държавната агенция за разузнаване. Понеже бяха два, ще уточня: вносител – Цветан Цветанов и група народни представители, внесен на 11 март 2015 г.; Законопроект за военното разузнаване и Законопроект за Националната служба за охрана.",Димитър Лазаров,parl-member
61042a827ba645282cb85768,60d4cc59c4ced20a9c9e0151,"Налице е кворум. Откривам пленарното заседание. (Звъни.)

Съгласно приетата Програма за работата ни през тази седмица предстои днес да разгледаме:
ВТОРО ГЛАСУВАНЕ НА ЗАКОНОПРОЕКТА ЗА ИЗМЕНЕНИЕ И ДОПЪЛНЕНИЕ НА ЗАКОНА ЗА ДАНЪК ВЪРХУ ДОБАВЕНАТА СТОЙНОСТ.
Вносители: Менда Стоянова и Диана Йорданова.
Постъпил е доклад.
Процедура – господин Лазаров.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb85768,60d4cc59c4ced20a9c9e0151,На каквото по начина на водене господин Попов взе думата.,Председател Цецка Цачева,house-speaker
61042a827ba645282cb85768,60d4cc59c4ced20a9c9e011f,На какво основание? (Шум и реплики от БСП лява България.),Михаил Миков,parl-member
61042a827ba645282cb85768,60d4cc59c4ced20a9c9e01be,"Уважаема госпожо Председател, уважаеми колеги! Уважаеми господин Попов, няма как да не поискам думата за обяснение и за отговор по повод на Вашето твърдение.",Данаил Кирилов,parl-member
61042a827ba645282cb85768,60d4cc59c4ced20a9c9e0151,"Благодаря Ви, господин Георгиев.
Моля, секретариатът, влезте във връзка с кабинетите на тримата министри, които господин Георгиев посочи.
Господин Кирилов – лично обяснение.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb85768,60d4cc59c4ced20a9c9e00ef,"Уважаема госпожо Председател, уважаеми колеги! И друг път сме обръщали внимание, че когато се приемат закони, свързани с изменения в Закона за данък върху добавената стойност, които имат пряко отражение върху разходната част на бюджета, тук трябва да има и съответни представители на Министерския съвет. Затова Ви приканвам максимално спешно да извикате министъра на финансите.
Доколкото в следващата точка ще се дискутира и Оперативна програма „Околна среда”, да се покани и министърът на околната среда, да се извика и вицепремиерът Томислав Дончев. Благодаря.",Чавдар Георгиев,parl-member
