parl_session,person,speech,title,position
61042a807ba645282cb84e4c,60d4cc58c4ced20a9c9dfec2,"Благодаря, господин Папаризов.
Вносителят - Министерският съвет, не е представен на днешното заседание със свой член. Виждам, че в залата е господин Мирославов. Предлагам да преминем към обсъждания, като господин Мирославов има готовност на даден етап да даде  допълнителна информация и да отговори на въпроси на народните представители.
Уважаеми колеги, имате думата за изказвания.
Заповядайте, господин Илчев.",Председател Георги Пирински,house-speaker
61042a807ba645282cb84e4c,60d4cc58c4ced20a9c9dfd24,"Благодаря, господин председател.
Уважаеми господин председател, уважаеми дами и господа народни представители!
“На свое редовно заседание, проведено на 11 май 2006 г.,  Комисията по европейска интеграция разгледа Законопроекта за информиране и консултиране на работниците и служителите в транснационални предприятия, групи от предприятия и дружества № 602-01-28, внесен от Министерския съвет.
На заседанието присъстваха заместник-министърът на труда и социалната политика господин Горан Банков, директорът на дирекция “Трудово право и обществено осигуряване” господин Емил Мирославов и главният експерт в дирекция “Европейска интеграция и международни отношения” господин Веселин Илков.
І. През 1989 г. Европейският съвет в Страсбург одобрява под формата на специална декларация Хартата на фундаменталните права на работниците. Като един от принципите, залегнали в тази харта,  се провъзгласява правото на работниците на информиране, консултиране и участие в дейността на предприятията. Поради различията в социалните модели на отделните страни членки реализацията на този принцип на национално ниво протича с различна скорост и приема различни форми.
След продължителни дискусии в средата на 90-те години на миналия век на ниво на Европейската общност е постигнато съгласие за въвеждане на процедурата за информиране и консултиране в транснационалните предприятия, чиито централи са базирани в страни – членки на Европейския съюз (Директива 94/45/ЕО).
В началото на новия век е създадена  и нормативна база за учредяване на Европейско дружество (Регламент 2157/2001/ЕО) и Европейско кооперативно дружество (Регламент 1435/2003/ЕО). С Директива 2001/86/ЕО и Директива 2003/72/ЕО върху  Европейското дружество и Европейското кооперативно дружество е разпространена нормативната уредба за прилагане на процедурите за информиране и консултиране на работниците и служителите  като е добавена и възможността за прилагане на процедура за участието на работниците и служащите в дейността на дружествата.
Посочените документи се прилагат освен в страните - членки на Европейския съюз и в страните от Европейското икономическо пространство – Норвегия, Исландия и Лихтенщайн.
Към настоящия момент действат около 750 споразумения за въвеждане на процедурата за информиране и консултиране. В почти всички случаи това става чрез създаване на европейски работнически съвети. Има учредени  и около 30 европейски дружества и европейски кооперативни дружества, като в по-голямата част от тях наред с процедурите за информиране и консултиране е въведена и процедура за участие на работниците и служителите в дейността на предприятието.
ІІ. Във връзка с предстоящото членство на страната ни в Европейския съюз е необходимо да се транспонират в нашето законодателство указаните директиви и да се създаде възможност за българските работници и служащи да се интегрират в съществуващите процедури за информиране, консултиране и участие, въведени в Европейския съюз на общностно ниво.
За тази цел в Глава втора на проектозакона са уредени задълженията на централното ръководство на предприятията за информиране и консултиране на работниците и служителите в транснационалните предприятия и групи предприятия със седалище в България. Посочен е начинът, по който се избират представителите на работниците и служителите в специалния орган за преговори и в Европейския работнически съвет, начина по който да се провеждат преговорите за сключване на споразумение за създаване на Европейски работнически съвет или за определяне на условията за прилагане на друга процедура за информиране и консултиране. Посочени са и стандартните правила за създаване на Европейски работнически съвет. Разписан е редът за информация и консултации на този орган, когато не се е стигнало до съответното споразумение.
В Глава трета и четвърта от проектозакона са уредени задълженията за информиране и консултиране на работниците и служителите при създаване на Европейско дружество и Европейско кооперативно дружество. В случай, че не се сключи споразумение за дейността на Представителния орган в тези дружества също се прилагат стандартни правила, които включват обаче освен процедурите на информиране и консултиране и стандартни правила за участие на работниците и служещите в дейността на тези два вида европейски предприятия.
Глава пета на законопроекта регулира въпросите, свързани с предоставянето на поверителна информация на членовете на Европейския работнически съвет или на членовете на Представителния орган, създаден в Европейско дружество или в Европейско кооперативно дружество.
От гледна точка на практическите ефекти от прилагането на закона специално внимание заслужава начинът на избиране на представителите на работниците и служещите в Специалния орган за преговори, в Европейския работнически съвет и в Представителния орган – чл. 5 и чл. 21 на законопроекта. В европейското право няма общо правило по този въпрос. Допустимо е както избирането на представителите от Общото събрание, така и от съответните синдикални организации. В предлагания законопроект е избран гъвкав подход, който се съобразява с правилата на пряката демокрация, давайки предимство на Общото събрание, но същевременно създава и възможност за използване на синдикалните организации. Това са чл. 5, ал. 3 и чл. 21, ал. 3.
ІІІ. По време на обсъждането на проекта в комисията бе изказана препоръка за по-нататъшно прецизиране на някои дефиниции, свързани с използването на понятия като “предприятие”, “група от предприятия” и така нататък, тъй като тези понятия се различават от общоприетия у нас начин за правно легализиране на икономическите субекти.
Отбелязано бе също така, че при дефинирането на понятието “Контролиращо предприятие” се прави позоваване на Регламент на Съвета на ЕИО № 4064/89. По подобен начин е направено и при дефиницията на понятията “Европейско дружество” и “Европейско кооперативно дружество”, като позоваването е на Регламент № 2157/2001 и съответно № 1435/2003. Тези регламенти обаче не са преведени на български език и не са публикувани у нас като официални документи. Ето защо възниква въпросът дали подобно цитиране няма да затрудни прилагането на закона. Желателно е в хода на по-нататъшното обсъждане да се прецени дали не е по-удачно да се намери друг начин за дефиниране на указаните понятия, като по-подробно те се отразят и в самия законопроект.
ІV. Предлаганият законопроект изцяло транспонира текстовете на европейските директиви, свързани с информирането и консултирането на работниците и служещите в транснационални предприятия, групи от предприятия и в Европейски дружества и Европейските кооперативни дружества. Той изпълнява задълженията на нашата страна, поети в тази област във връзка с присъединяването ни към Европейския съюз и отговаря на препоръките, съдържащи се в Цялостния мониторингов доклад на Европейската комисия от 25.10.2005 г.
След състоялата се дискусия и като взема предвид цялостната положителна оценка на проекта и направените препоръки, Комисията по европейска интеграция предлага да бъде подкрепен Законопроектът за информиране и консултиране на работниците и служителите в транснационални предприятия, групи от предприятия и дружества с единодушие от 10 гласа “за”.” Благодаря, господин председател.",Докладчик Атанас Папаризов,rapporteur
61042a807ba645282cb84e4c,60d4cc58c4ced20a9c9dfec2,"Благодаря на господин Адемов. Той направи процедурно предложение за допускане в залата на господин Емил Мирославов – директор на дирекция в Министерството на труда и социалната политика. Предлагам да гласуваме това процедурно предложение.
Моля, гласувайте.
Гласували 159 народни представители: за 157, против няма, въздържали се 2.
Предложението е прието.
Моля, поканете господин Мирославов в пленарната зала.
Думата има господин Папаризов, за да представи становището на Комисията по европейска интеграция.",Председател Георги Пирински,house-speaker
61042a807ba645282cb84e4c,60d4cc5ac4ced20a9c9e0363,"Благодаря, господин председател.
“ДОКЛАД
за първо четене на Законопроекта за информиране и
консултиране на работниците и служителите в транснационални
предприятия, групи от предприятия и дружества №  602-01-28, внесен от Министерския съвет на 26.04.2006 г.
Комисията по труда и социалната политика на редовно заседание, проведено на 10 май 2006 г., разгледа и обсъди Законопроекта за информиране и консултиране на работниците и служителите в транснационални предприятия, групи от предприятия и дружества, внесен от Министерския съвет.
В заседанието участваха господин Емил Мирославов – директор на дирекция “Трудово право и обществено осигуряване” в Министерството на труда и социалната политика, господин Чавдар Христов – изпълнителен секретар в Конфедерацията на независимите синдикати в България, господин Дикран Тебеян – заместник-директор на Българската стопанска камара, и други.
Законопроектът беше представен от господин Емил Мирославов. В мотивите към законопроекта вносителите са посочили основания, свързани с транспонирането на три основни директиви на Европейската общност. Това са Директива 94/45 за създаване на Европейски работнически съвет, Директива 2001/86 за допълване на Устава на Европейското дружество и Директива 2003/72 за допълване на Устава на Европейското кооперативно дружество.
В мотивите към законопроекта се посочва още, че в него изцяло се транспонират текстовете на посочените три директиви и това е в отговор на препоръките в областта на трудовото право, дадени в Цялостния мониторингов доклад – 2005, на Европейската комисия във връзка с изпълнението на Договора за присъединяване на Република България към Европейския съюз.
По същество законопроектът урежда обществените отношения, свързани със създаване на европейски работнически съвети или друга процедура за информиране и консултиране на работниците и служителите в транснационални предприятия и групи предприятия, и при определяне на участието им в дейността на Европейското дружество, създадено съгласно Регламент 2157/2001 на Европейската общност и в дейността на Европейското кооперативно дружество, създадено съгласно Регламент 1435/2003.
В законопроекта са регламентирани задълженията за информиране, които изцяло се вменяват на работодателите и създадените с тяхна помощ работнически съвети. Разписва се начина на избирането на представителите на работниците и служителите в Специалния орган за преговори и в Европейския работнически съвет, както и в представителния орган при създаване на Европейското дружество и в представителния орган на Европейското кооперативно дружество. Разписани са и правилата за работа на Специалния орган за преговорите, както и процедурите за прилагането на стандартни правила за информиране и консултиране на Европейския работнически съвет и на представителния орган, стандартните правила за участието на работниците и служителите, както и всички останали норми, свързани с гарантирането на правото на информация и консултация на работниците и служителите.
В хода на обсъжданията бяха представени становищата по предложения законопроект на Конфедерацията на независимите синдикати в България и Българската стопанска камара. И двете организации одобряват философията на законопроекта като отчитат, че това са изцяло нови европейски норми, които нямат практика досега у нас. Този законопроект е принос и в регулирането на индустриалните отношения в нашата страна.
По време на дискусията народните представители поставиха въпроси, свързани с начина на транспониране на европейските директиви в българското трудово законодателство, за развитието на социалния диалог, за новите отговорности, които трябва да поемат както работодателите, така и представителите на работниците и служителите.
След приключване на обсъждането и проведеното гласуване с резултати: “за” 12 гласа, “против” – няма, “въздържал се” – 1, Комисията по труда и социалната политика прие следното становище:
Предлага на Народното събрание да подкрепи на първо четене Законопроекта за информиране и консултиране на работниците и служителите в транснационални предприятия, групи от предприятия и дружества, внесен от Министерския съвет.”
Благодаря, господин председател.
Господин председател, ако ми позволите, ще направя едно предложение във връзка с разглеждането на този законопроект. Моето процедурно предложение е в залата да бъде допуснат господин Емил Мирославов, директор на дирекция в Министерството на труда и социалната политика.",Докладчик Хасан Адемов,rapporteur
61042a807ba645282cb84e4c,60d4cc58c4ced20a9c9dfec2,"Разполагаме с кворум.
Откривам заседанието.
През вчерашния ден бяха приключени първите десет точки от програмата за седмицата.
Следва да продължим с:
ПЪРВО ЧЕТЕНЕ НА ЗАКОНОПРОЕКТА ЗА ИНФОРМИРАНЕ И КОНСУЛТИРАНЕ НА РАБОТНИЦИТЕ И СЛУЖИТЕЛИТЕ В ТРАНСНАЦИОНАЛНИ ПРЕДПРИЯТИЯ, ГРУПИ ОТ ПРЕДПРИЯТИЯ И ДРУЖЕСТВА.
Не виждам да има съображения против преминаването към тази т. 11, затова следва да преминем към представянето на докладите и становищата на съответните комисии.
Водеща по този законопроект е Комисията по труда и социалната политика. Има становище и от Комисията по европейска интеграция.
Уважаеми колеги, давам думата на господин Хасан Адемов, председател на Комисията по труда и социалната политика, за да представи доклада по законопроекта, който е предмет на разглеждане.
Заповядайте, господин Адемов.",Председател Георги Пирински,house-speaker
61042a807ba645282cb84e4c,,"Уважаеми господин председател, уважаеми госпожи и господа народни представители! Законопроектът, който е внесен от Министерския съвет, транспонира изцяло директиви на Европейския съюз, които ние ще прилагаме, дай Боже, от 1 януари 2007 г.
На второ място, законопроектът не изисква допълнителни наредби и правилници към него за неговото приложение, а ще се прилага директно.
На трето място, той ще изисква обучение и на социалните партньори – работодатели и синдикати, за което ние вече сме взели мерки.
Най-важното е, че и този, и други закони в трудовите и осигурителните отношения сме ги приели заедно със социалните партньори, което рядко се случва, но този път се случи. Законът е приет с консенсус!
Моля да гласувате за приемането на този законопроект. Благодаря.",Заместник-Министър Горан Банков,external
61042a807ba645282cb84e4c,60d4cc58c4ced20a9c9dfec2,"Поне в проекта, който е пред мен, структурата е стандартната, тоест започва с „общи положения, предмет, цел и принципи”, а на стр. 30 понятията са дадени в допълнителна разпоредба.
Уважаеми колеги, тук имаме законопроект, който въвежда известни новости в самото конструиране на нормативния акт. От тази гледна точка той представлява специален интерес.
Кой желае думата?
Бих поканил господин Банков на трибуната, за да даде част от мотивировката на правителството и намеренията за задействане на закона от момента на  влизането на Договора за присъединяване в сила.
Заповядайте, господин Банков.",Председател Георги Пирински,house-speaker
61042a807ba645282cb84e4c,60d4cc5ac4ced20a9c9e0363,"Уважаеми господин председател,   уважаеми госпожи и господа народни представители! На нашето внимание е един съвършено нов законопроект за информиране и консултиране на работници и служители в транснационални предприятия, групи от предприятия и дружества. Този законопроект е изготвен с надеждата и целта да бъдат транспонирани три основни директиви на Европейския съюз. Това са: Директивата, свързана със създаването на Европейски работнически съвет № 9445, Директива 2001/86 за допълване на Устава на Европейското дружество и Директива 2003/72 за допълване на Устава на Европейското кооперативно дружество.
Този законопроект е разгледан и приет единодушно в Националния съвет за тристранно сътрудничество. Социалните партньори в лицето на работодатели и синдикати са се произнесли положително по този законопроект.
Прави впечатление, че законопроектът влиза в сила от деня на подписването на договора с Европейския съюз, с други думи от деня на пълноправното членство на България в Европейския съюз.
В този законопроект става въпрос за транснационални предприятия и групи от предприятия и дружества при положение, че численият състав на тези предприятия е над 1000 човека и имат структури в най-малко две държави на страните - членки на Европейския съюз, със съответни поделения с повече от сто работници и служители във всяка една от страните. Това са условията, за да се пристъпи към процедурите на конструиране и избиране на представителите – работници и служители, в специалния орган за преговори в Европейския работнически съвет, както и в представителните органи на Европейското  дружество и Европейското кооперативно дружество.
Прави впечатление, че законопроектът е разписан малко нетрадиционно за българското законодателство. Съгласно Закона за нормативните актове по принцип понятията в българското законодателство са на последната страница на всички законопроекти. Всъщност последните членове са тези, които дават обяснение на понятията. По изричната препоръка на Европейската комисия във връзка с изпълнение на Договора за присъединяване на Република България към Европейския съюз, законопроектът започва с пресъздаване на директивите още в началото на проекта. Тоест, структурата на законопроекта е малко нетрадиционна, обърната. Независимо от това всички текстове на директивите са транспонирани, някои от тях – буквално, тъй като изискванията на Европейската комисия са точно в тази посока.
Убеден съм, че когато се наложи да се задейства процедурата за   информиране и консултиране на  работници и служители при създаването на транснационални предприятия и групи от предприятия и дружества, българският законодател ще бъде готов и ще предостави един добър закон, за да можем да отговорим на изискванията както на Европейската комисия, така и на наши и чужди работодатели, които имат капацитет и потенциал да разкрият такива транснационални предприятия.
Пак повтарям, това е малко по-различен законопроект, който на пръв поглед притеснява по начина на изписването му, но всички европейски директиви са транспонирани, някои от тях буквално.
Убеден съм, че между първо и второ четене с помощта на Консултативния съвет по законодателството и с помощта на народните представители ще се опитаме да изготвим законопроект, който да отговори както на изискванията на Европейската комисия, така и на работодателите в страните от Европейския съюз и България. Благодаря.",Хасан Адемов,parl-member
61042a807ba645282cb84e4c,60d4cc58c4ced20a9c9dfec2,"Благодаря Ви, господин Илчев.
Преди да продължим с изказванията, уважаеми колеги, съгласувано с председателя на комисията господин Адемов, правя процедурно предложение за допускане в залата на заместник-министъра господин Горан Банков, който е в Народното събрание, и смятам, че може да допринесе също за изясняване на въпросите, свързани със законопроекта.
Моля, гласувайте допускането в залата на господин Горан Банков.
Гласували 100 народни представители: за 100, против и въздържали се няма.
Моля, поканете господин Банков в залата.
Уважаеми колеги, законопроектът третира особено важен кръг въпроси, които ежедневно са предмет не само на усилена дискусия, а на практически казуси в ежедневието на хората. Убеден съм, че народните представители имат отношение по тези въпроси. Затова предлагам да чуем мнението на повече депутати.
Докато колегите преценяват отношението си на първо четене, бих се обърнал и към представителите на правителството. Биха ли желали господин Банков или господин Мирославов да дадат допълнителни разяснения по законопроекта? Неговото задействане на практика свързано ли е с приемането на допълнителни правилници?
Думата за изказване желае господин Адемов. Заповядайте.",Председател Георги Пирински,house-speaker
61042a807ba645282cb84e4c,60d4cc58c4ced20a9c9dfe47,"Уважаеми господин председател, уважаеми колеги! В Комисията по труда и социалната политика аз подкрепих Законопроекта за информиране и консултиране на работниците и служителите в транснационални предприятия, групи от предприятия и дружества. Искам да направя същото и тук, в пленарната зала, като заявявам, че и моите колеги ще подкрепят законопроекта на първо четене. Впрочем същността на закона, неговата философия дават основание той да бъде подкрепен от всички политически сили, защото той е още един закон, който ще допринесе за хармонизацията на законодателството на България и Европейския съюз. Не е без значение, че този закон се подкрепя и от синдикати, и от работодатели. Той е нов закон както по форма, така и по съдържание, обогатява трудовото право в България и ще спомогне страната ни да излезе от жълтата зона в областта на трудовото законодателство.
Веднага искам да посоча само два факта за това, че трябва да подкрепим предлагания законопроект.
Първият – законопроектът съдържа в себе си текстове на три директиви на Европейския съюз: Директивата за създаване на Европейски работнически съвети; Директивата за допълване Устава на Европейското дружество по отношение участието на работниците и служителите в решаване делата на фирмите; Директивата за допълване Устава на Европейското кооперативно дружество. Транспонирайки тези директиви в настоящия закон, се създават условия и българските работници и служители да вземат участие в Европейските работнически съвети, в транснационалните предприятия, групи от предприятия и фирми. Създават се условия за участие в специалния орган за преговори и, ако седалището на контролиращото предприятие е в България, реално в нашата страна ще се изграждат такива специални органи за преговори и сключване на споразумения.
Вторият факт – с настоящия закон се поставят в съзвучие предстоящите изменения и допълнения в Закона за Кодекса на труда, от една страна, и изискванията на Договора за присъединяване на Република България към Европейския съюз.
Много от нормите, залегнали в настоящия закон, предопределят и съдържанието на промените в Кодекса на труда в посока информиране и консултиране на работници и служители в българските фирми и предприятия. Аз мисля, че наред с хармонизацията между законодателствата на България и Евросъюза този закон ще окаже влияние и на българския бизнес, на българския мениджър, ще промени манталитета им, ще ги подтикне към европейски маниер на работа. Ето защо ще повторя още веднъж, че аз ще подкрепя законопроекта на първо и второ четене. Благодаря.",Иван Илчев,parl-member
