parl_session,person,speech,title,position
61042a807ba645282cb84f28,60d4cc58c4ced20a9c9dfec2,Моля за тишина!,Председател Георги Пирински,house-speaker
61042a807ba645282cb84f28,60d4cc59c4ced20a9c9e01b1,"Дами и господа народни представители! Господин председател, от Вашето изказване по случая с поредното убийство на таксиметров шофьор стана ясно поне едно нещо, че досега никой от властта не е реагирал на хората, които са дошли да протестират пред парламента: нито вътрешният министър, който отдавна трябваше да бъде тук – пред тях, и да отговаря на техните въпроси, да каже какво той върши в момента; нито представител на законодателната власт, тъй като те са дошли пред сградата на парламента.
Аз също разговарях с тях и разбрах от думите им, че те не искат делегация, която да влиза тук, а по-скоро искат представители на управляващото мнозинство, които да излязат пред тях, да говорят и да се обясняват. (Шум и реплики от мнозинството.)",Волен Сидеров,parl-member
61042a807ba645282cb84f28,60d4cc58c4ced20a9c9dfec2,"Съжалявам, че отнемам повече от времето ви. Прецених, а и на заседанието на Председателския съвет, който проведохме и на който за съжаление нямаше ваш представител, се уточнихме да дам тези няколко разяснения. Не искам да правя изказване. Но едно от настоятелните искания на колегите беше да се изрази очакването на парламента, че ще има действия и по социалните искания на протестиращите. Спирам да говоря по протеста.
Казах, че ще дам възможност за процедура след като изразя пред вас и онези становища и послания по повод на 9 февруари.
Уважаеми колеги народни представители, днес – 9 февруари, маркира една тревожна и абсолютно неприемлива годишнина – годишнината от задържането на медицинските сестри в Либия. Днес българското общество като никога е единно около няколко безспорни разбирания.
Нашите съгражданки, които са гражданки на Европейския съюз, имат категоричното право на справедлив процес. Осем години това тяхно право не се реализира. Ние категорично настояваме за максимално ускоряване на процедурите от правосъдната система на Либия и  стигане до решението, което да отчете в пълна степен безспорните доказателства за невинността на медицинските сестри, недопустимостта за тяхното по-нататъшно задържане и незабавното им освобождаване.
Второ, което трябва да е ясно, че от сегашната ситуация не печели никой, има само пострадали и то тежко. Разбира се, преди всичко жертви на тази ситуация са нашите съгражданки и палестинският лекар.
Не по-малко пострадали са и самите деца, засегнати от тази трагична епидемия. Тяхното лечение вече се осъществява, помощ се получава, но безспорно при справедливо решение на този процес ще има възможност за многократно по-голяма ангажираност. Не печели самата страна Либия, която изразява желание да бъде приета като пълноправен член на международната общност и която при това състояние на нещата, за жалост, остава обект на критики от всички авторитетни международни институции и от страните в света.
Считам, че в този ден ние, като Народно събрание, трябва да изразим нашата пълна съпричастност с каузата за освобождаване на медицинските сестри; да изразим нашата пълна подкрепа на усилията и на правителството, и на компетентните органи на правителството да намерят най-добрия начин за осъществяване на пълноценен диалог с либийската страна; за ангажиране и на Европейския съюз, и на другите фактори с още по-сериозна подкрепа на хуманитарни начала за помощ на засегнатите от епидемията деца; да изразим нашата подкрепа на гражданския протест и гражданската позиция, която е обхванала цялото българско общество днес, включително днешната проява, която се организира; и да заявим, че като Народно събрание ще бъдем ангажирани с хода на усилията, които се предприемат за освобождаването на медицинските сестри, и с всички възможни действия, които могат да подпомогнат разрешаването по един достоен, конструктивен и полезен за всички начин на този трагичен случай.
Вярвам, че с тези няколко думи изразявам вашето разбиране и становище по този въпрос. Благодаря ви за това, че изслушахте тези думи с потвърждение за вашето съгласие.
Постъпиха желания за два процедурни въпроса.
Изказване от името на парламентарна група – заповядайте, господин Сидеров.",Председател Георги Пирински,house-speaker
61042a807ba645282cb84f28,60d4cc58c4ced20a9c9dfe73,"Господин Пирински, ако Вие се изказвате, изкажете се като народен представител.",Яне Янев,parl-member
61042a807ba645282cb84f28,60d4cc58c4ced20a9c9dfec2,"Имаме необходимия кворум. Откривам заседанието.
Уважаеми народни представители, преди да дам думата било за процедура, било за нещо друго, съм длъжен да ви информирам за ситуацията около Народното събрание и също да ви приканя да споделим позиция във връзка с днешната дата – 9 февруари – годишнината от задържането на медицинските сестри в Либия.
Преди всичко, по протеста, който протича в момента около парламента. Поводът е трагичен случай – брутално убийство на водач на таксиметрова кола в кв. „Люлин” на София някъде около 3,00 ч. тази сутрин. Това е предизвикало реакция сред водачите на таксита на фирмите. Прозвучал е призив за протест пред Народното събрание и е започнало стичане на таксиметрови коли около парламента. Към 4,00-4,30 ч. сутринта вече е имало значително количество автомобили, шофьори на таксита. Взети са били мерки за очертаване на периметъра около парламентарната сграда, за да не се смущава работата на Народното събрание.
В хода на изявленията от страна на шофьорите са прозвучали искания за срещи с министъра на вътрешните работи и министъра на транспорта. Групите въпроси са основно две – разкриване на убийците на шофьора и искания, свързани с условията на тяхната работа – безопасност и социални осигуровки и въпроси на техния труд.
Разговарях с част от таксиметровите шофьори в периода 7,30-8,00 ч. тази сутрин. Повечето са получили повикване да се явят без да са съвсем наясно за какво точно се провежда протестът. В разговора с тях пред сградата на Народното събрание от южния вход предложих 10 техни представители да бъдат приети от мен с исканията, които имат, и да им съдействам за предприемането на конкретни стъпки, които да успокоят за момента и да дадат насока за решаване на въпросите, които поставят. В момента, доколкото разбирам, все още има колебание дали да бъдат излъчени такива десет души.
Междувременно е предложено от министъра на вътрешните работи да се проведе среща с техни представители в Софийската дирекция на Полицията от 9,00 ч. тази сутрин. Също така част от протестиращите са изпратили свои представители там, друга част не желаят да участват в тази среща. Министърът на транспорта е на среща в Русе с румънски колега. Пое възможно най-бързо да се завърне в София.
Що се отнася до Народното събрание, ние сме длъжни да приемем и изслушаме представители на протестиращите, да се запознаем с техните искания, да мога да ви информирам точка по точка какво очакват те и да съдействаме за едно достатъчно отговорно разглеждане на всички техни въпроси от отговорните органи на изпълнителната власт – Министерството на вътрешните работи, Министерството на транспорта. Такава готовност от двамата министри лично и от ръководството на министерствата е потвърдена.
Същевременно считам, че е уместно и правилно ние да изразим очакването и то настоятелното очакване на Народното събрание министърът на вътрешните работи и министърът на транспорта да информират лично парламента за самия проблем, протест, въпросите, които се поставят, и мерките, които изпълнителната власт набелязва за решаването на тези въпроси. Предлагам да очакваме такава информация от министъра на вътрешните работи в хода на днешния пленарен ден. При положение, че министърът на транспорта не е в състояние да присъства лично, негов заместник, упълномощен от него, който и в момента поддържа контакт с протестиращите, също да бъде изслушан в парламента. Надявам се, че това ще може да стане в периода около обяд.
Освен това аз смятам, че сме и в правото си, и длъжни да изразим едно очакване, че по отношение на неразкритите престъпления, които сериозно тревожат обществото и създават впечатление за безнаказаност и безпомощност да бъдат разкрити, властите следва да дадат достатъчно ясна и конкретна информация докъде са стигнали разследванията, какви  са стъпките, които се предприемат, и какви са очакванията, които самите органи на реда имат за съдействие от страна на парламента, на другите държавни органи, на гражданското общество. Трябва да се създаде друга настройка, при която не да се регистрира, че има еди колко си неразкрити престъпления, а какви конкретни стъпки е наложително да бъдат предприети, за да се пречупи този климат и едва ли не впечатление, че убийства стават и ще стават, но няма как. Това е неприемливо състояние на нещата.
Разбира се, ние очакваме да бъдат сериозно разгледани и социалните искания на протестиращите. Има въпроси, свързани с тяхната сигурност. Един от въпросите, който една от участничките в протеста изрази пред мен, е очакването да имат GPS-система за проследяване движението на отделните автомобили. Разбира се, това е задължение на фирмите-собственици на таксиметровите коли.",Председател Георги Пирински,house-speaker
61042a807ba645282cb84f28,60d4cc58c4ced20a9c9dfec2,"Господин Сидеров, само за момент.",Председател Георги Пирински,house-speaker
61042a807ba645282cb84f28,60d4cc59c4ced20a9c9e01b1,"Те искат вие да излезете да говорите с тях, а не да влязат тук.",Волен Сидеров,parl-member
61042a807ba645282cb84f28,60d4cc5ac4ced20a9c9e0359,Какво общо има парламентът с това?,Йордан Цонев,parl-member
61042a807ba645282cb84f28,60d4cc58c4ced20a9c9dfec2,Моля за тишина.,Председател Георги Пирински,house-speaker
61042a807ba645282cb84f28,60d4cc59c4ced20a9c9e01b1,Знам защо вие се притеснявате да излезете да говорите с вашите избиратели.,Волен Сидеров,parl-member
