parl_session,person,speech,title,position
61042a827ba645282cb856fc,60d4cc5ac4ced20a9c9e0354,"Благодаря, госпожо Председател.
Уважаема госпожо Председател, уважаеми госпожи и господа министри, уважаеми народни представители! Четейки биографичните данни на кандидата за министър на правосъдието, ясно се вижда, че госпожа Захариева е преминала през целия политически спектър на конституционното мнозинство, започвайки от 2007 г. в Министерството на околната среда и водите, тогава ръководено от ДПС, поетапно минавайки през ГЕРБ, като заместник-министър на регионалното развитие и министър в двата служебни кабинета на Райков и Близнашки, назначени от господин Плевнелиев, а впоследствие и главен секретар на Президентството. Разбира се, това ясно предопределя и кандидатурата на госпожа Захариева като подходяща, именно за да се балансират конкуриращите се групи в това конституционно мнозинство.
Имайки – цитирам Ви, госпожо Захариева – страхотни отношения с президента, и Вие ли споделяте иначе правилното му становище, че липсата на правосъдна реформа е предпоставка за бедност? И Вие ли удобно ще премълчите като него истинските, основните, първостепенните причини за ужасяващата бедност в България, като заем от 16 милиарда, който ни вкара в дългова спирала и обречена бедност поколения напред, замразяването на всички социални плащания, невъзможния достъп до здравеопазване и образование, конституционно гарантиран в тази – лошата, несъвършената, пречещата на грандиозната Ви реформа Конституция? Тази реформа се оказа просто един експанзивен опит за преразпределяне на влиянието в съдебната власт.
Ако не искате да премълчите удобно, въпросът е: какво правите в това правителство? Защото самооценката за подготвеност не е достатъчна за поемане на отговорност и определяне на вярната политика за справяне с проблемите в съдебната власт и в държавата. Защото там, госпожо Захариева, където има удобна за управляващите и насърчаваната от тях унизителна бедност, неминуемо има и корупция. Свободната демокрация, която потвърждава правото на участие на членовете на мнозинството във вземането на политически решения, се нуждае от правово държавно оформяне. Демокрацията и правовата държава образуват едно неделимо единство. Под правова държава трябва да се разбират всички тези принципи и методи, които защитават свободата на отделния човек и гарантират участието му в политическия живот.
Правовата държава е радикалният антипод на полицейската държава и държава на произвола, където тези, които изразяват различно мнение или неодобрение спрямо властимащите, са заплашени от репресивната властническа функция на държавата. И ако те, гражданите, са изправени в съда, съдията се държи като функционер на политическото ръководство, тъй като не съществува принципна независимост на юрисдикцията. В такива системи съдопроизводството е само една от многото организационни техники, с които си служат управляващите.
Тази угроза, която се материализира все по-явно и отчетливо, само след година и нещо управление на това правителство, госпожо Захариева, не се решава с продължаване на нещо, което на практика не е стартирало. Реформа няма. Има само пъстър спектър от интереси, обективирани в трапезни коалиции и впоследствие имплантирани, забити в горката Конституция.
Основният стожер и гарант на правовата държава е правосъдието, чиито ръководни принципи са законност при установяване на истината, доказаност и мотивираност на съдебните актове, публичност, достъпност и прозрачност във всички фази на съдебната процедура, единност на осъществяващата го съдебна система, а не обособяването на касти, защото именно това е, което се случи с приетите изменения в Конституцията, които разбрах, че подкрепяте.
Уважаема госпожо Захариева, състезателност и равенство на страните в процеса, безпристрастност и политическа неутралност на съдебния състав, която неутралност се губи моментално, когато тогата е на стълбите, а не в залата на Съдебната палата, право на страните на достъпна и компетентна правна помощ в процеса, участие на гражданите и гражданското общество при осъществяването му. Неследването на тези основни принципи са проблемите в системата на органите на съдебната власт, а не реформата на реформите, както и разбирате Вие през Конституцията, които промени, смея да твърдя, определено я отдалечиха от тези основни иначе принципи.
Аз знам, че дори мъртвата риба може да плува по течението. Пътят, по който смятате да продължите, не е правилният. Тази реформа е започната наопаки, тя е мъртвородена, а Вие възнамерявате да я следвате по течението. Това води до логичния извод, че липсва държавнически, реален, визионерски, дълбок поглед за механизма, по който да се осъществи истинската и необходима реформа в системата на органите на съдебната власт. Поради което ние не можем да си позволим да подкрепим това правителство и Вас в преследването на мъртвата риба по течението. Благодаря Ви. (Ръкопляскания от БСП ЛБ.)",Филип Попов,parl-member
61042a827ba645282cb856fc,60d4cc59c4ced20a9c9e0151,"Благодаря Ви, госпожо Кунева.
Откривам разискванията.
Има ли народни представители, които желаят да вземат отношение?
Господин Филип Попов.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb856fc,60d4cc59c4ced20a9c9e00c2,"Уважаема госпожо Председател, дами и господа народни представители! Искам да обясня: министър-председателят е на изключително важен заключителен Европейски съвет в Брюксел. Затова като ресорен вицепремиер аз ще представя предложението на Министерския съвет.
С Решение на Министерския съвет за персонални промени се предлага следното:
„На основание чл. 84, т. 6 от Конституцията на Република България и във връзка с Решение на Народното събрание за избиране на Министерски съвет на Република България от 7 ноември 2014 г. и Решение на Народното събрание за персонални промени в Министерския съвет на Република България от 11 март 2015 г. Министерският съвет

РЕШИ:
1. Освобождава Христо Любомиров Иванов като министър на правосъдието.
2. Избира за министър на правосъдието Екатерина Спасова Гечева-Захариева.”
Решението предстои да бъде прието от Вас, ако Вие го подкрепите.
Биографичната справка на госпожа Захариева гласи следното:
Тя е родена на 8 август 1975 г.
Завършила е Езикова гимназия „Бертолт Брехт”, Пазарджик с изучаване на немски език.
Магистър по право от Пловдивския университет „Паисий Хилендарски”.
От 2001 до 2003 г. е адвокат.
През 2003 г. е назначена за юрисконсулт, а от 2007 г. е директор на дирекция „Правнонормативно и административно обслужване” в Министерството на околната среда и водите.
От месец август 2009 г. е заместник-министър на регионалното развитие и благоустройството с ресори: законодателство, устройство на територията и проекти, държавна собственост, жилищна политика, концесии, ГРАО, регионално развитие, търговски дружества и държавни предприятия.
Има специализации по „Развитие на способностите за извършване на оценка на въздействие на законодателство и политики” по проект „За добро обществено регулиране: институционализиране на процеса на оценка на въздействието в държавната администрация”, Консорциум Джейкъбс енд Асошиейтс Юръл Лимитид; по Европейско право; „Човешки права и околна среда” във Венецианската комисия в Триест, Италия; по „Стратегическо планиране и координация за оценка на въздействието на законодателство и политики и участие на обществеността във взимане на управленски решения” в Института по публична администрация в Дъблин, Ирландия и в Националното училище по администрация в Париж, Франция.
На 23 януари 2012 г. с Указ на президента на Република България е назначена за главен секретар на президента.
От 13 март до 29 май 2013 г. е заместник министър-председател и министър на регионалното развитие и благоустройството в служебното правителство, назначено от президента Росен Плевнелиев. От 6 август до 7 ноември
2014 г. е заместник министър-председател по икономическа политика, министър на регионалното развитие и министър на инвестиционното проектиране в служебното правителство, назначено от президента Росен Плевнелиев. Благодаря Ви.",Заместник Министър-Председател Меглена Кунева,deputy-prime-minister
61042a827ba645282cb856fc,60d4cc59c4ced20a9c9e0105,Къде е министър-председателят?,Атанас Мерджанов,parl-member
61042a827ba645282cb856fc,60d4cc59c4ced20a9c9e0151,"Налице е кворум.
Откривам пленарното заседание. (Звъни.)
Едно съобщение: във връзка с края на парламентарната сесия на парламентарните групи са предоставени обобщени материали за законодателната дейност и парламентарния контрол през последната – есенната сесия, и цялата календарна година, включваща трите сесии на Народното събрание.

Уважаеми колеги, съгласно седмичната ни програма като първа точка днес следва да обсъдим и гласуваме:
ПРОЕКТ НА РЕШЕНИЕ ЗА ПЕРСОНАЛНИ ПРОМЕНИ В МИНИСТЕРСКИЯ СЪВЕТ НА РЕПУБЛИКА БЪЛГАРИЯ.
Внесен е от министър-председателя на Република България на 16 декември 2015 г.
В началото предлагам да приемем процедурно решение, с което да допуснем до залата предложената за министър на правосъдието госпожа Екатерина Михайлова. (Силен смях, оживление в залата.) Извинявайте – Захариева. Колеги, много е приятно цялата зала да се весели на мой гръб.
Моля да гласуваме.
Гласували 174 народни представители: за 160, против 7, въздържали се 7.
Предложението е прието.
Квесторите, моля, поканете госпожа Захариева.
С писмо вх. № 502-03-22 от 16 декември 2015 г. министър-председателят на Република България господин Борисов ме уведомява, че министърът на правосъдието господин Христо Любомиров Иванов е подал оставка и е поискал да бъде освободен като член на правителството. Със съдържанието на писмото, Проекта на решение за персонални промени в Министерския съвет на Република България и автобиографията на предложената за министър на правосъдието госпожа Екатерина Спасова Гечева-Захариева ще ни запознае вицепремиерът госпожа Кунева.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb856fc,60d4cc59c4ced20a9c9e0151,"Да, удължено е. Имате достатъчно време.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb856fc,60d4cc59c4ced20a9c9e011f,"Благодаря Ви, уважаема госпожо Председател.
Уважаеми министри, уважаеми народни представители! Днес са поредните персонални промени в Министерския съвет. И за широката публика, и тук, в Народното събрание, основният въпрос се свежда до персоналните качества на предложената за министър госпожа Захариева. Никой от управляващото мнозинство не иска да дискутира, не иска да коментира как оттук насетне ще се развие политиката на правителството в областта на съдебната власт, в правосъдието, как ще взаимодейства правителството със съдебната власт, как ще взаимодейства и какво ще предложи на вниманието на Народното събрание като законодателство правителството. Има ли някакви промени във вижданията на така наречената „Стратегия от 2010 г.”, приета тогава по рекламни съображения от Министерския съвет, внесена в днешната регистратура пак по рекламни съображения в началото на годината, за да обоснове промени в Конституцията. Изгубена е една година за първи проект за промяна на Конституцията и втори исторически компромис, който видяхме как приключи преди няколко дни – с оставка на правосъдния министър. Това са тежките проблеми на политиката в областта на правосъдието в България.
Няма виждане как смята правителството, и със своя представител във Висшия съдебен съвет, от тук насетне да подобри функционирането на Висшия съдебен съвет. Няма отговор защо предишният министър, който си подаде оставката, не намери възможност да убеди Висшия съдебен съвет Върховният касационен съд да изпълнява своите конституционни функции, да внася тук, за да се реализира отчетност в доклада на Върховния касационен съд и на Висшия съдебен съвет.
Странно мълчание, което показва само едно, че дори и днес персоналните промени, предложени от премиера, за които той очевидно не желае да се яви в пленарна зала да ги мотивира и защити персонално, са пореден опит за закрепване на ситуацията в изпълнителната власт, закрепване на една провалена политика, за която няма никакви шансове, че има виждане как да се излезе от нея.
Какво да се направи в областта на затворите, които в момента са в изключително тежко състояние, препълнени? Какви са вижданията на правителството, които трябва да се реализират от министъра, който след малко ще бъде подложен на гласуване, по отношение на наказателната политика, когато осъдените за изтърпяване на наказания чакат с месеци и с години да влязат за изтърпяване на наказание? Как се постигат целите на наказанието? Има ли средства в бюджета и има ли подкрепа в правителството за обръщане внимание точно на тази част от политиката в сектора? Не.
И след като е „не”, след като няма отговор на всички тези въпроси, очевидно е, че става въпрос за едно формално гласуване, за една имитация на стабилност и окомплектовка на кабинета. Сакън дали ще е министърът в оставка, или ще се избере нов министър – нищо няма да се промени. За политиката нищо не се говори.
Уважаеми народни представители, това ще продължи да генерира нестабилност не само в сектор „Правосъдие”. Нестабилност, която и нашите европейски партньори всеки ден виждат и се чудят вече на какъв дипломатичен и недипломатичен език да ни казват какво да правим.
Вчерашното признание на министър-председателя за пълна неспособност за решаване на проблемите в сектора на правосъдието, с поканата на европейски експерти да дойдат в България да ръководят правосъдието, е един фундаментален принос в историята на България…
Удължете времето само.",Михаил Миков,parl-member
61042a827ba645282cb856fc,60d4cc59c4ced20a9c9e0151,"Реплики? Няма.
Други народни представители?
Господин Миков.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb856fc,60d4cc5ac4ced20a9c9e0312,"Госпожо Председател, уважаеми министри, уважаеми колеги! Днес в българския парламент за кой ли път ще триумфира принципът на отрицателния подбор. Тоест колкото си по-неподготвен за една длъжност, толкова е по-голям твоят шанс да я заемеш.
Този принцип, уважаеми колеги, победи преди около една година, когато правосъден министър стана човек без нито един ден стаж като съдия, прокурор, адвокат или университетски преподавател. При това уважаемият господин Иванов се оказа и с отнети адвокатски права. И точно такъв министър на правосъдието, уважаеми колеги, председателстваше заседанията на Висшия съдебен съвет и се обяви за автор на радикални реформи в съдебната система, макар че според мен реформите трябваше да започнат от самия него.
След малко мнозинството със сигурност ще избере правосъден министър, който в професионално отношение, с цялото уважение към госпожата, е огледален образ на бившия министър на правосъдието.
За разлика от господин Иванов, госпожа Екатерина Захариева е с професионален стаж не в неправителствените организации, така наречените НПО, а в държавната администрация. Но правилно ли е, питам аз, да избираме правосъден министър с изцяло административна биография само защото е с юридическа диплома? Впрочем, за първи път от 25 години насам България ще има министър на правосъдието, който не е завършил Юридическия факултет на Софийския университет „Св. Климент Охридски”. По-любопитното обаче е, че за втори път в мандата на този кабинет за министър на правосъдието ще се назначи човек, който е от обкръжението на държавния глава. И след като първият фаворит на държавния глава се провали, питам какви са гаранциите, че и с втория това няма да се случи?
Припомням, че госпожа Захариева изцяло припомняше реформите на предшественика си, което значи, че тя ще иска, тя ще лобира за три абсурдни неща. Нека да Ви ги припомня: първо, явно гласуване във Висшия съдебен съвет; второ, увеличаване на парламентарната квота в прокурорската колегия; и трето, най-абсурдното, новият нов заместник главен прокурор, който ще контролира главния прокурор. Сиреч нейната реформа ще цели три неща: първо, премахване на демократичния вот във Висшия съдебен съвет, за да се контролират магистратите; второ, контрол над прокурорите от политиците, което е нещо недопустимо; и трето, още по-абсурден контрол над главния прокурор от неговия заместник. Мисля, че тук почти всички трябва да са съгласни с моето мнение. Всъщност последното безумно упражнение за контрол на заместник-главен прокурор над главен прокурор бе приложено точно преди една година във Военното министерство, когато при настояване на една партия отсреща беше назначен заместник-министър, който трябваше да контролира работата на друг заместник-министър от Движението за права и свободи, което беше един абсурден експеримент и всички знаем как завърши.
Затова накрая искам да завърша: тъжно е да се каже, но безумията на това управление нямат край, поради което всеки нормален депутат, който мисли с главата си, а не с партийната си книжка, трябва да гласува против това назначение и да настояваме за министър на правосъдието да бъде назначен експерт, завършил Юридическия факултет на Софийския университет „Св. Климент Охридски”. Благодаря за Вашето внимание.",Велизар Енчев,parl-member
61042a827ba645282cb856fc,60d4cc59c4ced20a9c9e0151,"Реплики? Няма.
Преди да дам думата на господин Енчев, само да припомня времето, с което разполагат парламентарните групи: ГЕРБ – 13 минути, БСП лява България – 8 минути, Движението за права и свободи – 8 минути, Коалиция Реформаторски блок – 6 минути, Патриотичен фронт – 5 минути, Български демократичен център – 5 минути, АБВ – 5 минути, нечленуващи в парламентарна група – 5 минути. Общо времето за дебат е 60 минути, като има възможност за удължаване на парламентарното време, което знаете, че се прави при поискване от името на съответна парламентарна група.
Има думата за изказване господин Енчев.",Председател Цецка Цачева,house-speaker
