parl_session,person,speech,title,position
61042a827ba645282cb856c2,60d4cc59c4ced20a9c9e0151,"Благодаря, госпожо Манолова.
Слушаме Ви, госпожо Стоянова.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb856c2,60d4cc59c4ced20a9c9e0112,"Уважаеми колеги, уважаема госпожо Председател! Уважаема госпожо Стоянова, за пореден път Ви обръщам внимание, че предвид скалъпването на Закона „на коляно“, от най-важната му част, която третира правомощията и задълженията на ръководните органи и служителите в Сметната палата, са отпаднали членовете на Сметната палата.
След като в предни текстове се оказа, че те няма да подлежат на задължителна застраховка... (Реплика от народния представител Менда Стоянова.) Не, това са отделни текстове. Това е текстът, който изяснява правомощията на ръководството и на служителите на Сметната палата.
Членовете на Сметната палата, които участват в процеса по вземане на решения по всеки един одитен доклад, най-малкото с участие в гласуването, нямат абсолютно никакви правомощия по отношение на одитния процес. Това продължава и в следващите текстове. Просто Ви обръщам внимание да коригирате това, защото винаги, когато има изчерпателно изброяване, тези, които не са посочени в изчерпателното изброяване, отпадат от съответните хипотези. В случая става дума за правомощия при извършване на одитите.
Членовете на Сметната палата – двамата членове, които ще работят там на хонорар, очевидно няма да имат никакви правомощия. Те няма да имат никакви задължения по следващия текст. По отношение на тях няма да бъде изключена имуществената отговорност при изпълнение на техните правомощия, няма да се застраховат задължително, няма да носят дисциплинарна, административна и друга отговорност. Изобщо приели сме двама фигуранти, които само ще получават заплащане за това, че ще гласуват един или друг одит, без реално да имат каквото и да е отношение към целия одитен процес.
Ако приемем, че гласуването на одитните доклади е смислено действие, в което се влага някакъв смисъл, тогава всички тези хипотези наистина (председателят дава сигнал, че времето е изтекло) дискредитират целия закон, който приемате. Затова гласувах „против”. (Реплики.)",Мая Манолова,parl-member
61042a827ba645282cb856c2,60d4cc59c4ced20a9c9e0151,"Изказвания? Няма.
Подлагам на гласуване предложението на Румен Гечев и група народни представители, което Комисията не подкрепя.
Гласували 148 народни представители: за 42, против 75, въздържали се 31.
Предложението не е прието.
Сега гласуваме чл. 38 по вносител, подкрепен от Комисията и получаващ номер чл. 39 от доклада  й.
Гласували 136 народни представители: за 95, против 20, въздържали се 21.
Предложението се приема.
Процедура. Госпожа Манолова иска думата за отрицателен вот.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb856c2,60d4cc59c4ced20a9c9e0264,"По чл. 38 по вносител има предложение на народния представител Румен Гечев и група народни представители:
„В чл. 38, ал. 1 се правят следните промени:
1. В уводния текст на разпоредбата изразът „директорите на дирекции“ и запетаята след него отпадат.
2. В т. 4 думите „сметките за” отпадат.”
Комисията не подкрепя предложението.
Комисията подкрепя текста на вносителя за чл. 38, който става чл. 39.",Докладчик Менда Стоянова,rapporteur
61042a827ba645282cb856c2,60d4cc59c4ced20a9c9e0151,"Налице е кворум. Откривам пленарното заседание. (Звъни.)
Няколко съобщения.
Във връзка с откритата процедура за избор на главен инспектор в Инспектората към Висшия съдебен съвет и приетите от парламента на 11 декември 2014 г. Процедурни правила за условията и реда на предлагане на кандидати, представяне и публично оповестяване на документи и изслушване на кандидати за главен инспектор в Инспектората на ВСС, вчера – 28 януари 2015 г., в Народното събрание постъпиха подкрепените от няколко професионални и непрофесионални организации кандидатури на съдиите Вера Чочкова и Теодора Точкова. Съгласно Процедурните правила, цитирам: „Юридически лица с нестопанска цел, регистрирани за осъществяване на общественополезна дейност, висши училища и научни организации могат да предлагат кандидатури за главен инспектор в Инспектората към ВСС на парламентарните групи и народните представители.”
Предложението на професионалните и неправителствени организации е изпратено вчера по имейли на народни представители и парламентарните групи, без документите на кандидатите, които съдържат лични данни.
В пълния си обем предложението е на разположение на народните представители в Деловодството на Народното събрание. Също в пълен обем предложението е изпратено на осемте парламентарни групи днес, 29 януари 2015 г., сутринта, в 1 екземпляр срещу подпис заради личните данни, които се съдържат в пълния обем на документите. В пълен обем е предоставено предложението и на Комисията по правни въпроси. Съобщението се прави с оглед възможността народни представители или парламентарни групи да внесат кандидатурите на съдия Чочкова и съдия Точкова за главен инспектор по откритата процедура за избор от Народното събрание.
Напомням на народните представители, че предложения за кандидати се правят от народни представители или парламентарни групи в писмена форма до Комисията по правни въпроси в срок до 30 януари 2015 г., утре включително, и съгласно приетите от нас процедурни правила.
На основание чл. 82 от Правилника за организацията и дейността на Народното събрание народният представител Лютви Местан и народни представители от групата на Движението за права и свободи оттеглят внесения от тях на 14 януари 2015 г. Законопроект за изменение и допълнение на Закона за политическа и гражданска реабилитация на репресирани лица, № 554-01-4. Проектът на ЗИД се оттегля от вносителите поради допусната техническа грешка, след отстраняването на която той ще бъде внесен повторно.
Постъпило е писмо от господин Петър Кънев – председател на Комисията по икономическа политика и туризъм, с което ме уведомява, че на свое редовно заседание, проведено на 21 януари 2015 г., Комисията е избрала от своя състав постоянно действаща Подкомисия за наблюдение на дейността в областта на защитата на потребителите и ограничаване на монополите. Подкомисията се състои от 8 народни представители – по 1 от всяка парламентарна група: председател – Даниела Савеклиева; членове – Борис Ячев, Жельо Бойчев, Кирил Цочев, Любомир Владимиров, Мартин Димитров, Ферихан Ахмедова и Чавдар Пейчев.
На 28 януари 2015 г. от Националния статистически институт е постъпила информация за бизнес климата в промишлеността, строителството, търговията и услугите през януари 2015 г. Материалът е на разположение на народните представители в Библиотеката на Народното събрание.

Продължаваме със законодателна дейност:
ВТОРО ЧЕТЕНЕ НА ЗАКОНОПРОЕКТА ЗА СМЕТНАТА ПАЛАТА – продължение.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb856c2,60d4cc59c4ced20a9c9e0264,"Член 41 – предложение на народния представител Румен Гечев и група народни представители:
„В чл. 41 се правят следните промени:
1. В ал. 2 след думата „одита” се поставя точка и текстът до края на изречението отпада.
2. Създава се нова ал. 3:
„(3) Декларация за обстоятелствата по ал. 1 се подава и от ръководните органи, ръководителите на структурни звена и други лица, които осъществяват функции по контрол на качеството при изпълнение на съответния одит.”.
3. Алинеи 3 и ал. 4 стават съответно ал. 4 и ал. 5.”
Комисията не подкрепя предложението.
Комисията подкрепя текста на вносителя за чл. 41, който става чл. 42.",Докладчик Менда Стоянова,rapporteur
61042a827ba645282cb856c2,60d4cc59c4ced20a9c9e0151,"Изказвания? Няма.
Поставям на гласуване предложението на Румен Гечев и група народни представители, неподкрепено от Комисията.
Гласували 138 народни представители:  за 41, против 73, въздържали се 24.
Предложението не е прието.
Гласуваме чл. 40 по вносител, подкрепен от Комисията, който става чл. 41.
Правя уточнение за стенограмата: навсякъде номерацията на съответния член върви с наименованието му.
Гласували 121 народни представители:  за 91, против 16, въздържали се 14.
Предложението е прието.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb856c2,60d4cc59c4ced20a9c9e0264,"Член 40 – предложение на народния представител Румен Гечев и група народни представители:
„В чл. 40 изразът „директорите на дирекции” и запетаята след него отпадат, а след думите „структурни звена” се добавя „в одитната дейност”.
Комисията не подкрепя предложението.
Комисията подкрепя текста на вносителя за чл. 40, който става чл. 41.",Докладчик Менда Стоянова,rapporteur
61042a827ba645282cb856c2,60d4cc59c4ced20a9c9e0151,"Изказвания? Няма.
Гласуваме чл. 40 в редакцията и номерацията му по доклада на Комисията ведно с неговото наименование.
Гласували 129 народни представители:  за 125, против 1, въздържали се 3.
Предложението е прието.",Председател Цецка Цачева,house-speaker
61042a827ba645282cb856c2,60d4cc59c4ced20a9c9e0264,"По чл. 39 на вносител – предложение на народния представител Румен Гечев и група народни представители.
Комисията подкрепя по принцип предложението.
Комисията подкрепя по принцип текста на вносителя и предлага следната редакция на чл. 39, който става чл. 40:
„Задължения на ръководителите и длъжностните лица в одитираните организации
Чл. 40. (1) Ръководителите и длъжностните лица в одитираните организации са длъжни да оказват съдействие на лицата по чл. 39, ал. 1 при осъществяване на правомощията им и да осигуряват подходящи помещения и технически средства за извършване на одитите, включително ползване на телекомуникационни средства.
(2) Лицата по ал. 1 не могат да се позовават на държавна, служебна, търговска, банкова или друга защитена от закона тайна при извършване на одити от Сметната палата.
(3) При отказ от съдействие за упражняване на правомощията по чл. 39, включително при непредставяне на изисквана информация, председателят, след писмено предупреждение, оповестява незаконосъобразното поведение на съответните длъжностни лица на интернет страницата на Сметната палата.
(4) При отказ за предоставяне на информация по чл. 39, ал. 1, т. 4 председателят има право да издаде заповед за извършване на проверка на юридическото лице или на едноличния търговец във връзка с отказаната информация.
(5) При възпрепятстване на проверката по ал. 4 от юридическото лице или от едноличния търговец Сметната палата уведомява органите на прокуратурата.
(6) Събраните писмени доказателства при проверката по ал. 4 са неразделна част от документацията за извършения одит в одитираната организация.”",Докладчик Менда Стоянова,rapporteur
