parl_session,person,speech,title,position
61042a827ba645282cb8596e,60d4cc59c4ced20a9c9e02dc,"Благодаря Ви, господин Вигенин.
Обратно становище има ли? Не виждам.
Мисля, че дадохте сигнала в четвъртък, ако не се лъжа, че искате да се придвижват по-бързо законопроектите. В името на коректността ще заявя, че от десет комисии, на които е разпределен Законопроектът, шест са успели да го гледат.
Гласуваме предложение на народния представител Кристиан Вигенин за разместване на точки в Програмата за работа.
Гласували 206 народни представители: за 97, против 52, въздържали се 57.
Предложението не е прието.
Съобщения за постъпили законопроекти и проекторешения за периода от 31 май 2017 г. до 6 юни 2017 г.:
На 31 май 2017 г. е постъпил Доклад за прилагането на Закона и за дейността на прокуратурата и на разследващите органи през 2016 г. Вносител е Висшият съдебен съвет. Разпределен е на Комисията по правни въпроси.
На 31 май 2017 г. е постъпил Доклад на Националното бюро за контрол над специалните разузнавателни средства за извършената дейност през 2016 г. Вносител е Националното бюро за контрол над специалните разузнавателни средства. Разпределен е на Комисията за контрол над службите за сигурност, прилагането и използването на специалните разузнавателни средства и достъпа до данните по Закона за електронните съобщения.

На 31 май 2017 г. е постъпил доклад за прилагането на Закона за дейността на съдилищата през 2016 г. Вносител е Висшият съдебен съвет. Разпределен е на Комисията по правни въпроси.
На 1 юни 2017 г. е постъпил Законопроект за изменение и допълнение на Закона за предучилищното и училищното образование. Вносители са народните представители Корнелия Нинова и група народни представители. Разпределен е на: Комисия по образоването и науката – водеща, и на Комисията по бюджет и финанси.
На 1 юни 2017 г. е постъпил Законопроект за изменение на Наказателно-процесуалния кодекс. Вносители са народният представител Корнелия Нинова и група народни представители. Разпределен е на Комисията по правни въпроси.
На 1 юни 2017 г. е постъпил Законопроект за изменение и допълнение на Административно-процесуалния кодекс. Вносители са народният представител Данаил Кирилов и група народни представители. Разпределен е на: Комисия по правни въпроси – водеща, на Комисията по бюджет и финанси, на Комисията по икономическа политика и туризъм, на Комисията по регионална политика, благоустройство и местно самоуправление, както и на Комисията по отбрана.
На 1 юни е постъпил Отчет за дейността на Съвета за електронни медии за периода от 1 януари до 30 юни 2016 г., вносител е Съветът за електронни медии, разпределен е на Комисията по културата и медиите.
На 1 юни 2017 г. е постъпил Доклад за дейността на Комисията за предотвратяване и установяване на конфликт на интереси за 2016 г. с вносител Комисията за предотвратяване и установяване на конфликт на интереси. Разпределен е на Комисията по правни въпроси, на Комисията за борба с корупцията, конфликт на интереси и парламентарна етика.
На 2 юни 2017 г. е постъпил Законопроект за изменение на Закона за движение по пътищата с вносител народният представител Цветан Цветанов и група народни представители. Разпределен е на: Комисия по транспорт, информационни технологии и съобщения – водеща, както и на Комисията по вътрешна сигурност и обществен ред.
На 2 юни 2017 г. е постъпил Проект на решение във връзка с разискванията по питане № 754-05-9 от 16 май 2017 г. от народните представители Корнелия Нинова, Жельо Бойчев и Манол Генов към министъра на регионалното развитие и благоустройството Николай Нанков относно политиката на МРРБ за изпълнението на Националната програма за енергийна ефективност на многофамилни жилищни сгради, вносители са народните представители Корнелия Нинова и група народни представители, разискването ще се състои в петък, както вече приехме.
На 2 юни 2017 г. е постъпил Проект за решение във връзка с разискванията по питане № 754-05-13 от 17 май 2017 г. от народния представител Георги Йорданов към министъра на здравеопазването Николай Петров относно Стратегия за развитие на лечебните заведения, вносители са Корнелия Нинова и група народни представители – също ще бъде разискван в петък.
На 5 юни 2017 г. е постъпил Законопроект за изменение и допълнение на Данъчно-осигурителния процесуален кодекс. Вносител е Министерският съвет. Разпределен е на: Комисия по бюджет и финанси – водеща, на Комисията по европейските въпроси и контрол над европейските фондове, Комисия за наблюдение на приходните агенции и борба със сивата икономика и контрабандата.
От министър-председателя е постъпило Решение № 304 на Министерския съвет от 2017 г. за оттегляне на Доклада за състоянието на отбраната и въоръжените сили на Република България през 2016 г., който е одобрен с Решение № 212 на Министерския съвет от 2017 г.:
„Министерският съвет

РЕШИ:
Оттегля Доклада за състоянието на отбраната и въоръжените сили на Република България през 2016 г., одобрен с Решение № 212 на Министерския съвет от 2016 г., внесен за разглеждане в Народното събрание.“
Заместник министър-председателят по обществения ред и сигурността и министър на отбраната на Република България уведомява Народното събрание, че със своя заповед е разрешил участието на Военновъздушните сили на Румъния в провеждащата се съвместна българо-американска летателна тренировка „Тракийски орел 2017“. Уведомлението е постъпило на 5 юни 2017 г. с вх. № 703-09-12 и е предоставено на Комисията по отбраната.
На 1 юни 2017 г. с вх. № 702-00-13 в Народното събрание на основание чл. 20, ал. 2 от Закона за финансовото управление контрол в публичния сектор е постъпил Консолидиран годишен доклад за вътрешния контрол в публичния сектор в Република България за периода 1 януари – 31 декември 2016 г., внесен от министър-председателя на Република България.
С писмо на председателя на Народното събрание Докладът е изпратен на Комисията по бюджет и финанси, на Подкомисията по отчетност на публичния сектор към Комисията по бюджет и финанси и е на разположение на народните представители в Библиотеката на Народното събрание.
На 5 юни 2017 г. с вх. № 729-00-1 в Народното събрание са постъпили материали, изготвени от Конфедерацията на независимите синдикати в България, свързани със социалния диалог и справедливото и достойно заплащане на труда, защитата на работното място, както следва: Втори годишен доклад за резултатите от колективно договаряне на работните заплати през 2016 г.; Втори годишен доклад на КНСБ за нарушение на права, свързани с упражняване правото на труд през 2016 г., заедно със Заключителен документ.
С писмо на председателя на Народното събрание материалите са изпратени на Комисията по труда, социалната и демографската политика, Комисията по икономическа политика и туризъм, Комисията по бюджет и финанси, Комисията по правни въпроси и са на разположение на народните представители в Библиотеката на Народното събрание.
В Народното събрание е постъпил Доклад за резултатите от осъществения контрол за изпълнение на препоръките на Одитен доклад № 0000000115 за извършен одит на изпълнението  „Ефективност и ефикасност на банковия надзор, осъществяван от Българската народна банка за периода от 1 януари 2012 до 31 декември 2014 г.“ Одитът е възложен на Сметната палата на основание чл. 7, ал. 1 от Закона за сметната палата с Решение на Народното събрание, прието на 29 април 2015 г., изменено с Решение на Народното събрание от 21 юли 2015 г., обнародвано в „Държавен вестник“, бр. 32 от 2015 г., изменено с „Държавен вестник“, бр. 57 от 2015 г.
С писмо на председателя на Народното събрание Докладът е изпратен на Комисията по бюджет и финанси и е на разположение в Библиотеката на Народното събрание.

Преминаваме към програмата ни за работа:
ПЪРВО ГЛАСУВАНЕ НА ЗАКОНОПРОЕКТА ЗА БЪЛГАРСКИЯ ЖЕСТОМИМИЧЕН ЕЗИК.
Процедура – господин Зарков.",Председател Димитър Главчев,house-speaker
61042a827ba645282cb8596e,60d4cc5ac4ced20a9c9e0320,"По процедура, да.
Предлагам точка трета – Първо гласуване на Законопроекта за концесиите, да стане точка втора за четвъртък. Аргументите ми са, че Законопроектът е внесен миналия вторник и е минал през основната комисия в сряда – 31 май 2017 г., когато беше и редовното заседание на Комисията по европейските въпроси. Ние сме включили в дневния ред за разглеждане този Законопроект днес, когато е първото възможно редовно заседание на Комисията, а доколкото този Закон има претенциите да бъде евроинтеграционен, хармонизационен, мисля, че е редно да мине и през заседание на Комисията по европейските въпроси, въпреки че Правната е основната.
Мисля, че – тъй като по никакъв начин нито вносителите, нито ръководството на Народното събрание не е дало сигнал, че иска по-рано, на извънредно заседание, да гледаме този Законопроект, затова не сме го направили, но смятам, че от гледна точка на процедурата е важно той да мине през нашата Комисия. Благодаря Ви.",Кристиан Вигенин,parl-member
61042a827ba645282cb8596e,60d4cc59c4ced20a9c9e02dc,По процедура!,Председател Димитър Главчев,house-speaker
61042a827ba645282cb8596e,60d4cc5ac4ced20a9c9e0320,"Уважаеми господин Председател, уважаеми колеги народни представители!",Кристиан Вигенин,parl-member
61042a827ba645282cb8596e,60d4cc59c4ced20a9c9e02dc,"Добро утро, уважаеми колеги! (Звъни.)
Има кворум, откривам заседанието.
Уважаеми колеги, предлагам на Вашето внимание Програмата за работата на Народното събрание за периода 7 – 9 юни 2017 г., включително.
Няма постъпили предложения на парламентарните групи по реда на чл. 53, ал. 8 от Правилника за организацията и дейността на Народното събрание.
Предлагаме:
1. Първо гласуване на Законопроекта за българския жестомимичен език. Вносители – Георги Гьоков и група народни представители, 17 май 2017 г.
2. Проект на решение за приемане на актуализирана Национална стратегия за развитие на научните изследвания в Република България 2017 – 2030 г. Вносител – Министерският съвет,  19 май 2017 г.
3. Първо гласуване на Законопроекта за концесиите. Вносители – народният представител Данаил Кирилов и група народни представители,  30 май 2017 г.
4. Доклад за дейността на омбудсмана на Република България през 2016 г. Вносител – омбудсманът на Република България, 5 май 2017 г.
Предлагаме това да бъде  първа точка за четвъртък – 8 юни 2017 г.
5. Годишен отчет на Комисията за защита на личните данни за дейността й през 2016 г. Вносител – Комисията за защита на личните данни, 26 май 2017 г.
Предлагаме това да бъде втора точка за четвъртък – 8 юни 2017 г.
6. Парламентарен контрол, който да се проведе в петък – 9 юни 2017 г. от 9,00 ч., включващ:
- разисквания по питане № 754 05-13 от 17 май 2017 г. от народния представител Георги Йорданов към министъра на здравеопазването Николай Петров относно Стратегия за развитие на лечебните заведения за болнична помощ в Република България;
- разисквания по питане № 754-05-9 от 16 май 2017 г. от народните представители Корнелия Нинова, Жельо Бойчев и Манол Генов към министъра на регионалното развитие и благоустройството Николай Нанков относно политиката на Министерството на регионалното развитие и благоустройството за изпълнението на Националната програма за енергийна ефективност на многофамилни жилищни сгради.
Следват традиционните отговори на въпроси и питания.
Моля, гласувайте.
Гласували 201 народни представители: за 177, против няма, въздържали се 24.
Програмата за работа е приета.
Заповядайте, господин Вигенин.",Председател Димитър Главчев,house-speaker
61042a827ba645282cb8596e,60d4cc59c4ced20a9c9e027d,Има и…,Светлана Ангелова,parl-member
61042a827ba645282cb8596e,60d4cc59c4ced20a9c9e02dc,"Няма да Ви дам да говорите същество. Основанието е, ако някой не е успял да гласува. (Шум и реплики.)",Председател Димитър Главчев,house-speaker
61042a827ba645282cb8596e,60d4cc59c4ced20a9c9e027d,"Уважаеми господин Председател, уважаеми колеги народни представители! Ние – от парламентарната група на ГЕРБ, искаме прегласуване, защото в дебатите в Комисията…",Светлана Ангелова,parl-member
61042a827ba645282cb8596e,60d4cc59c4ced20a9c9e02dc,"Това е предложение.
Обратно становище? Няма.
Моля, гласувайте направеното предложение.
Гласували 198 народни представители: за 94, против 3, въздържали се 101. (Шум и реплики.)
Предложението не е прието.
Прегласуване – госпожа Светлана Ангелова.",Председател Димитър Главчев,house-speaker
61042a827ba645282cb8596e,60d4cc5ac4ced20a9c9e03ab,"Уважаеми господин Председател, уважаеми дами и господа народни представители! На основание чл. 49, ал. 2 от Правилника за организацията и дейността на Народното събрание молим в залата да бъдат допуснати Николай Нинов – председател на Съюза на глухите в България, и госпожа Вера Василева, която е негов преводач.",Крум Зарков,parl-member
