parl_session,person,speech,title,position
61042a827ba645282cb857e8,60d4cc59c4ced20a9c9e020a,"Благодаря, господин Председател.
„Доклад относно Законопроект за изменение и допълнение на
Закона за данък върху добавената стойност, № 654-01-49, внесен от Мартин Димитров и Петър Славов на 7 април 2016 г., приет на първо гласуване на 7 септември 2016 г.
„Закон за изменение и допълнение на Закона за данък върху добавената стойност”.
Комисията подкрепя текста на вносителя за наименованието на Закона.",Докладчик Диана Йорданова,rapporteur
61042a827ba645282cb857e8,60d4cc59c4ced20a9c9e02dc,"И нататък да продължим с останалите? Добре.
Има ли обратно становище? Няма.
Гласуваме предложението, направено от народния представител Светлана Ангелова.
Гласували 136 народни представители: за 125, против няма, въздържали се 11.
Предложението е прието.

Продължаваме с предвидената за днес първа точка, а тя е:
ВТОРО ГЛАСУВАНЕ НА ЗАКОНОПРОЕКТА ЗА ИЗМЕНЕНИЕ И ДОПЪЛНЕНИЕ НА ЗАКОНА ЗА ДАНЪК ВЪРХУ ДОБАВЕНАТА СТОЙНОСТ,  № 654-01-49.
Внесен е от Мартин Димитров и Петър Славов на 7 април 2016 г. Приет е на първо гласуване на 7 септември 2016 г.
С доклада на Комисията по бюджет и финанси ще Ви запознае заместник-председателят на Комисията народният представител Диана Йорданова.
Имате думата.",Председател Димитър Главчев,house-speaker
61042a827ba645282cb857e8,60d4cc59c4ced20a9c9e027d,"Уважаеми господин Председател, уважаеми колеги! Правя следното процедурно предложение: т. 2 в дневния ред на днешното заседание на Народното събрание да стане продължение на второто четене на промените в Закона за насърчаване на заетостта, а т. 2, която е определена за днешния ден, да стане т. 3 – Промените в Правилника. Благодаря Ви.",Светлана Ангелова,parl-member
61042a827ba645282cb857e8,60d4cc59c4ced20a9c9e02dc,"Моля, заемете си местата, колеги.
Режим на регистрация.
Откривам заседанието (звъни), има кворум.
Заповядайте, госпожо Ангелова – процедура.",Председател Димитър Главчев,house-speaker
61042a827ba645282cb857e8,60d4cc59c4ced20a9c9e02dc,"Добро утро, уважаеми колеги!
Режим на регистрация, моля.
Моля, прекратете регистрацията. Няма кворум.
След половин час – втори опит.

Открито в 9,30 ч.",Председател Димитър Главчев,house-speaker
61042a827ba645282cb857e8,60d4cc59c4ced20a9c9e00dc,"Изказвания?  Не виждам желаещи.
Уважаеми колеги, гласуваме предложение на Комисията за създаване на нов § 2, който е и редактиран от Комисията.
Моля, гласувайте.
Гласували 114 народни представители: за 112, против няма, въздържали се 2.
Предложението е прието.",Председател Иван Кирилов Иванов,house-speaker
61042a827ba645282cb857e8,60d4cc59c4ced20a9c9e020a,"Предложение на народните представители Менда Стоянова и Диана Йорданова за създаване на нов параграф.
Комисията подкрепя по принцип предложението и предлага да се създаде нов § 2 със следната редакция:
„§ 2. В чл. 39, в т. 7 се създава изречение второ: „Доставките са освободени, когато Българският Червен кръст или други юридически лица с нестопанска цел, регистрирани за осъществяване на общественополезна дейност и вписани в регистъра по чл. 37у от Закона за храните като оператор на хранителна банка, не извършват продажба на безвъзмездно предоставените хранителни стоки по
чл. 6, ал. 4, т. 4.”",Докладчик Диана Йорданова,rapporteur
61042a827ba645282cb857e8,60d4cc59c4ced20a9c9e00dc,"Благодаря.
Изказвания, уважаеми колеги, по предложения нов § 1? Не виждам желаещи.
Гласуваме предложение на Комисията и редактирано от нея за нов § 1.
Гласували 120 народни представители: за 116, против няма, въздържали се 4.
Предложението е прието.",Председател Иван Кирилов Иванов,house-speaker
61042a827ba645282cb857e8,60d4cc59c4ced20a9c9e020a,"Предложение на народните представители Менда Стоянова и Диана Йорданова за създаване на нов § 1.
Комисията подкрепя по принцип предложението.
Предложение на народния представител Менда Стоянова, направено по реда на чл. 80, ал. 4, т. 2 от ПОДНС:
Комисията подкрепя предложението.
Комисията предлага да се създаде нов § 1 със следната редакция:
„§ 1. В чл. 6, ал. 4 се създава т. 4:
„4. безвъзмездното предоставяне на хранителни стоки към оператор на хранителна банка, когато към момента на предоставянето едновременно са изпълнени следните условия:
а) единичната бройка от хранителна стока е с незначителна
стойност;
б) операторът на хранителна банка е вписан в регистър по чл. 37у от Закона за храните;
в) хранителната стока е включена в списъка по чл. 37м, ал. 4 от Закона за храните;
г) не е изтекъл срокът по чл. 37м, ал. 5 от Закона за храните, до
който може да се доставя хранителната стока;
д) хранителната стока е с маркировка „дарение, не подлежи на
продажба&quot;;
е) общата стойност на безвъзмездно предоставените хранителни стоки към оператори на хранителна банка за текущата календарна година не надхвърля 0,5 на сто от общата стойност на извършените от лицето облагаеми доставки на хранителни стоки през календарната година преди текущата;
ж) лицето, предоставило безвъзмездно хранителните стоки, няма изискуеми и неплатени данъчни, осигурителни или други публични задължения и през последните две години няма влязло в сила наказателно постановление за нарушение на чл.180, 180а, 181, 182 и 185.”",Докладчик Диана Йорданова,rapporteur
61042a827ba645282cb857e8,60d4cc59c4ced20a9c9e00dc,"Благодаря.
Изказвания? Няма.
Уважаеми колеги, гласуваме предложение на вносителя за наименование на Закона.
Гласували 116 народни представители: за 114, против няма, въздържали се 2.
Предложението е прието.",Председател Иван Кирилов Иванов,house-speaker
